Address:,USB0::0x2A8D::0x0396::CN63257227::0::INSTR,,Analog Channels,,,
,,,-0.0080086125,-0.0244089066982269,30.7698475420475,
,,,-0.0080085625,-0.426419019699097,30.7698475420475,
,,,-0.0080085125,-0.426419019699097,30.3678374290466,
,,,-0.0080084625,-0.426419019699097,31.1718576550484,
,,,-0.0080084125,-0.828429132699966,29.9658273160458,
,,,-0.0080083625,-0.828429132699966,30.3678374290466,
,,,-0.0080083125,-0.426419019699097,30.7698475420475,
,,,-0.0080082625,-0.0244089066982269,30.7698475420475,
,,,-0.0080082125,-0.426419019699097,30.7698475420475,
,,,-0.0080081625,-1.23043924570084,30.7698475420475,
,,,-0.0080081125,-0.426419019699097,30.7698475420475,
,,,-0.0080080625,-0.426419019699097,30.3678374290466,
,,,-0.0080080125,-0.828429132699966,30.7698475420475,
,,,-0.0080079625,-0.828429132699966,31.1718576550484,
,,,-0.0080079125,-0.0244089066982269,30.3678374290466,
,,,-0.0080078625,-0.426419019699097,31.1718576550484,
,,,-0.0080078125,-0.828429132699966,30.7698475420475,
,,,-0.0080077625,-0.0244089066982269,30.3678374290466,
,,,-0.0080077125,-0.426419019699097,30.7698475420475,
,,,-0.0080076625,-0.426419019699097,30.7698475420475,
,,,-0.0080076125,-0.828429132699966,29.9658273160458,
,,,-0.0080075625,-0.0244089066982269,30.7698475420475,
,,,-0.0080075125,-0.828429132699966,29.9658273160458,
,,,-0.0080074625,-0.828429132699966,30.3678374290466,
,,,-0.0080074125,-0.426419019699097,30.7698475420475,
,,,-0.0080073625,-0.426419019699097,30.7698475420475,
,,,-0.0080073125,-0.426419019699097,30.7698475420475,
,,,-0.0080072625,-0.426419019699097,30.7698475420475,
,,,-0.0080072125,0.779611319303513,31.1718576550484,
,,,-0.0080071625,-0.426419019699097,30.3678374290466,
,,,-0.0080071125,-0.0244089066982269,30.7698475420475,
,,,-0.0080070625,-0.0244089066982269,30.3678374290466,
,,,-0.0080070125,-0.426419019699097,31.1718576550484,
,,,-0.0080069625,-0.426419019699097,30.7698475420475,
,,,-0.0080069125,-0.828429132699966,30.7698475420475,
,,,-0.0080068625,-0.0244089066982269,30.3678374290466,
,,,-0.0080068125,-0.426419019699097,30.3678374290466,
,,,-0.0080067625,-0.828429132699966,30.7698475420475,
,,,-0.0080067125,-0.426419019699097,31.1718576550484,
,,,-0.0080066625,-0.828429132699966,30.7698475420475,
,,,-0.0080066125,-0.426419019699097,30.7698475420475,
,,,-0.0080065625,-0.828429132699966,31.1718576550484,
,,,-0.0080065125,-0.828429132699966,30.3678374290466,
,,,-0.0080064625,-0.0244089066982269,30.7698475420475,
,,,-0.0080064125,-0.828429132699966,30.7698475420475,
,,,-0.0080063625,-0.426419019699097,30.7698475420475,
,,,-0.0080063125,-0.426419019699097,30.7698475420475,
,,,-0.0080062625,-0.828429132699966,30.7698475420475,
,,,-0.0080062125,-0.0244089066982269,31.1718576550484,
,,,-0.0080061625,-0.426419019699097,30.7698475420475,
,,,-0.0080061125,-0.828429132699966,31.1718576550484,
,,,-0.0080060625,-0.426419019699097,30.7698475420475,
,,,-0.0080060125,-0.426419019699097,31.1718576550484,
,,,-0.0080059625,-0.828429132699966,31.1718576550484,
,,,-0.0080059125,-0.426419019699097,30.7698475420475,
,,,-0.0080058625,-0.426419019699097,30.3678374290466,
,,,-0.0080058125,-0.0244089066982269,30.7698475420475,
,,,-0.0080057625,-0.828429132699966,30.3678374290466,
,,,-0.0080057125,-0.426419019699097,30.7698475420475,
,,,-0.0080056625,-0.426419019699097,30.7698475420475,
,,,-0.0080056125,-0.426419019699097,30.7698475420475,
,,,-0.0080055625,-0.426419019699097,30.7698475420475,
,,,-0.0080055125,-0.828429132699966,30.7698475420475,
,,,-0.0080054625,-0.828429132699966,30.7698475420475,
,,,-0.0080054125,-0.426419019699097,30.7698475420475,
,,,-0.0080053625,-0.426419019699097,30.7698475420475,
,,,-0.0080053125,-0.828429132699966,31.5738677680492,
,,,-0.0080052625,-0.0244089066982269,30.7698475420475,
,,,-0.0080052125,-0.828429132699966,30.3678374290466,
,,,-0.0080051625,-0.0244089066982269,30.3678374290466,
,,,-0.0080051125,-0.828429132699966,30.3678374290466,
,,,-0.0080050625,-0.426419019699097,31.1718576550484,
,,,-0.0080050125,-0.828429132699966,30.3678374290466,
,,,-0.0080049625,-0.0244089066982269,31.1718576550484,
,,,-0.0080049125,-0.426419019699097,31.1718576550484,
,,,-0.0080048625,-0.828429132699966,30.3678374290466,
,,,-0.0080048125,-0.426419019699097,31.1718576550484,
,,,-0.0080047625,-0.0244089066982269,30.7698475420475,
,,,-0.0080047125,-0.426419019699097,31.1718576550484,
,,,-0.0080046625,-0.426419019699097,30.7698475420475,
,,,-0.0080046125,-0.828429132699966,30.7698475420475,
,,,-0.0080045625,-0.426419019699097,30.3678374290466,
,,,-0.0080045125,-0.426419019699097,30.7698475420475,
,,,-0.0080044625,-0.426419019699097,31.1718576550484,
,,,-0.0080044125,-0.426419019699097,30.7698475420475,
,,,-0.0080043625,-0.828429132699966,31.1718576550484,
,,,-0.0080043125,-0.0244089066982269,30.7698475420475,
,,,-0.0080042625,-0.828429132699966,30.3678374290466,
,,,-0.0080042125,-0.0244089066982269,30.7698475420475,
,,,-0.0080041625,-0.426419019699097,30.7698475420475,
,,,-0.0080041125,-0.0244089066982269,29.9658273160458,
,,,-0.0080040625,-0.426419019699097,30.7698475420475,
,,,-0.0080040125,-0.426419019699097,30.3678374290466,
,,,-0.0080039625,-0.828429132699966,30.7698475420475,
,,,-0.0080039125,-0.828429132699966,30.7698475420475,
,,,-0.0080038625,-0.426419019699097,30.7698475420475,
,,,-0.0080038125,-0.426419019699097,30.7698475420475,
,,,-0.0080037625,-0.828429132699966,30.7698475420475,
,,,-0.0080037125,-0.0244089066982269,30.7698475420475,
,,,-0.0080036625,-0.828429132699966,30.3678374290466,
,,,-0.0080036125,-0.426419019699097,26.7497464120388,
,,,-0.0080035625,-0.426419019699097,19.5135643780231,
,,,-0.0080035125,-0.828429132699966,12.6793924570084,
,,,-0.0080034625,-1.63244935870171,0.619089066982269,
,,,-0.0080034125,-0.828429132699966,1.42310929298401,
,,,-0.0080033625,-0.426419019699097,1.42310929298401,
,,,-0.0080033125,-0.0244089066982269,1.42310929298401,
,,,-0.0080032625,-0.426419019699097,1.82511940598488,
,,,-0.0080032125,-0.426419019699097,1.42310929298401,
,,,-0.0080031625,-0.426419019699097,1.42310929298401,
,,,-0.0080031125,-0.426419019699097,2.22712951898575,
,,,-0.0080030625,-0.426419019699097,1.42310929298401,
,,,-0.0080030125,-0.426419019699097,1.82511940598488,
,,,-0.0080029625,-1.23043924570084,1.82511940598488,
,,,-0.0080029125,-0.426419019699097,1.42310929298401,
,,,-0.0080028625,-0.828429132699966,1.82511940598488,
,,,-0.0080028125,-0.426419019699097,1.82511940598488,
,,,-0.0080027625,-0.426419019699097,1.82511940598488,
,,,-0.0080027125,-0.828429132699966,1.82511940598488,
,,,-0.0080026625,-0.426419019699097,1.42310929298401,
,,,-0.0080026125,-0.426419019699097,1.02109917998314,
,,,-0.0080025625,-0.426419019699097,1.82511940598488,
,,,-0.0080025125,-0.426419019699097,1.42310929298401,
,,,-0.0080024625,-0.0244089066982269,1.82511940598488,
,,,-0.0080024125,-0.426419019699097,1.42310929298401,
,,,-0.0080023625,-0.828429132699966,1.82511940598488,
,,,-0.0080023125,-0.828429132699966,1.02109917998314,
,,,-0.0080022625,-0.426419019699097,1.82511940598488,
,,,-0.0080022125,-0.426419019699097,10.2673317790031,
,,,-0.0080021625,-0.0244089066982269,20.7195947170258,
,,,-0.0080021125,0.377601206302643,33.5839183330536,
,,,-0.0080020625,-0.0244089066982269,33.1819082200527,
,,,-0.0080020125,-0.828429132699966,32.7798981070518,
,,,-0.0080019625,-0.828429132699966,32.7798981070518,
,,,-0.0080019125,-0.0244089066982269,31.9758778810501,
,,,-0.0080018625,-0.828429132699966,32.7798981070518,
,,,-0.0080018125,-0.828429132699966,32.7798981070518,
,,,-0.0080017625,-0.426419019699097,32.7798981070518,
,,,-0.0080017125,-0.426419019699097,32.7798981070518,
,,,-0.0080016625,-0.828429132699966,32.7798981070518,
,,,-0.0080016125,-0.0244089066982269,33.1819082200527,
,,,-0.0080015625,-0.426419019699097,32.377887994051,
,,,-0.0080015125,-0.426419019699097,31.9758778810501,
,,,-0.0080014625,-0.828429132699966,31.5738677680492,
,,,-0.0080014125,-0.426419019699097,32.377887994051,
,,,-0.0080013625,-1.23043924570084,31.9758778810501,
,,,-0.0080013125,-0.828429132699966,31.1718576550484,
,,,-0.0080012625,-0.828429132699966,31.1718576550484,
,,,-0.0080012125,-0.426419019699097,31.1718576550484,
,,,-0.0080011625,-0.828429132699966,30.7698475420475,
,,,-0.0080011125,-0.828429132699966,31.1718576550484,
,,,-0.0080010625,-0.828429132699966,30.7698475420475,
,,,-0.0080010125,-0.828429132699966,30.7698475420475,
,,,-0.0080009625,-0.426419019699097,31.1718576550484,
,,,-0.0080009125,-1.23043924570084,31.1718576550484,
,,,-0.0080008625,-1.23043924570084,30.3678374290466,
,,,-0.0080008125,-0.426419019699097,30.3678374290466,
,,,-0.0080007625,-0.828429132699966,30.3678374290466,
,,,-0.0080007125,-0.426419019699097,30.7698475420475,
,,,-0.0080006625,-0.426419019699097,30.7698475420475,
,,,-0.0080006125,-0.828429132699966,30.7698475420475,
,,,-0.0080005625,-0.828429132699966,30.7698475420475,
,,,-0.0080005125,-0.828429132699966,31.1718576550484,
,,,-0.0080004625,-1.23043924570084,30.3678374290466,
,,,-0.0080004125,-0.828429132699966,30.3678374290466,
,,,-0.0080003625,-1.23043924570084,30.3678374290466,
,,,-0.0080003125,-0.828429132699966,30.3678374290466,
,,,-0.0080002625,-0.0244089066982269,30.7698475420475,
,,,-0.0080002125,-0.828429132699966,30.3678374290466,
,,,-0.0080001625,-0.828429132699966,31.5738677680492,
,,,-0.0080001125,-0.828429132699966,30.7698475420475,
,,,-0.0080000625,-0.828429132699966,30.7698475420475,
,,,-0.0080000125,3.99569222331047,27.5537666380405,
,,,-0.0079999625,13.2419248223305,19.915574491024,
,,,-0.0079999125,25.3022282123566,8.25728121399879,
,,,-0.0079998625,33.342430472374,1.02109917998314,
,,,-0.0079998125,32.9404203593731,1.02109917998314,
,,,-0.0079997625,32.5384102463722,1.02109917998314,
,,,-0.0079997125,32.5384102463722,1.42310929298401,
,,,-0.0079996625,32.5384102463722,1.42310929298401,
,,,-0.0079996125,32.1364001333714,1.42310929298401,
,,,-0.0079995625,32.1364001333714,1.42310929298401,
,,,-0.0079995125,32.5384102463722,1.02109917998314,
,,,-0.0079994625,32.1364001333714,1.42310929298401,
,,,-0.0079994125,32.5384102463722,1.82511940598488,
,,,-0.0079993625,26.91026866436,6.24723064899445,
,,,-0.0079993125,19.6740866303444,13.0814025700092,
,,,-0.0079992625,11.2318742573261,20.7195947170258,
,,,-0.0079992125,-2.03445947170258,33.1819082200527,
,,,-0.0079991625,-0.828429132699966,32.7798981070518,
,,,-0.0079991125,-0.828429132699966,32.7798981070518,
,,,-0.0079990625,-0.828429132699966,32.7798981070518,
,,,-0.0079990125,-0.828429132699966,33.1819082200527,
,,,-0.0079989625,-0.426419019699097,32.7798981070518,
,,,-0.0079989125,-0.426419019699097,32.377887994051,
,,,-0.0079988625,-0.828429132699966,33.1819082200527,
,,,-0.0079988125,-0.828429132699966,32.377887994051,
,,,-0.0079987625,-0.0244089066982269,33.1819082200527,
,,,-0.0079987125,-1.23043924570084,33.1819082200527,
,,,-0.0079986625,-0.0244089066982269,31.5738677680492,
,,,-0.0079986125,12.4379045963287,19.5135643780231,
,,,-0.0079985625,32.5384102463722,1.42310929298401,
,,,-0.0079985125,32.9404203593731,1.42310929298401,
,,,-0.0079984625,32.9404203593731,1.82511940598488,
,,,-0.0079984125,32.5384102463722,1.02109917998314,
,,,-0.0079983625,32.5384102463722,1.42310929298401,
,,,-0.0079983125,32.9404203593731,1.82511940598488,
,,,-0.0079982625,32.1364001333714,1.42310929298401,
,,,-0.0079982125,32.5384102463722,1.02109917998314,
,,,-0.0079981625,32.5384102463722,1.42310929298401,
,,,-0.0079981125,32.5384102463722,1.42310929298401,
,,,-0.0079980625,32.5384102463722,1.82511940598488,
,,,-0.0079980125,26.1062484383583,7.05125087499619,
,,,-0.0079979625,12.0358944833279,20.3175846040249,
,,,-0.0079979125,11.633884370327,20.3175846040249,
,,,-0.0079978625,1.18162143230438,30.3678374290466,
,,,-0.0079978125,-1.23043924570084,33.1819082200527,
,,,-0.0079977625,-0.828429132699966,32.377887994051,
,,,-0.0079977125,-0.828429132699966,32.7798981070518,
,,,-0.0079976625,-0.828429132699966,32.7798981070518,
,,,-0.0079976125,-0.426419019699097,32.7798981070518,
,,,-0.0079975625,-0.426419019699097,32.7798981070518,
,,,-0.0079975125,-0.828429132699966,32.7798981070518,
,,,-0.0079974625,-0.0244089066982269,32.7798981070518,
,,,-0.0079974125,-0.828429132699966,33.1819082200527,
,,,-0.0079973625,-0.828429132699966,33.1819082200527,
,,,-0.0079973125,14.0459450483322,18.7095441520214,
,,,-0.0079972625,25.3022282123566,7.45326098799706,
,,,-0.0079972125,33.342430472374,1.42310929298401,
,,,-0.0079971625,32.5384102463722,1.02109917998314,
,,,-0.0079971125,32.1364001333714,1.82511940598488,
,,,-0.0079970625,32.5384102463722,1.02109917998314,
,,,-0.0079970125,32.5384102463722,1.82511940598488,
,,,-0.0079969625,32.5384102463722,1.82511940598488,
,,,-0.0079969125,32.1364001333714,1.82511940598488,
,,,-0.0079968625,32.5384102463722,1.42310929298401,
,,,-0.0079968125,32.5384102463722,1.82511940598488,
,,,-0.0079967625,32.1364001333714,1.42310929298401,
,,,-0.0079967125,32.5384102463722,1.42310929298401,
,,,-0.0079966625,26.5082585513592,7.05125087499619,
,,,-0.0079966125,13.6439349353313,18.3075340390205,
,,,-0.0079965625,5.20172256231308,26.7497464120388,
,,,-0.0079965125,-1.63244935870171,33.1819082200527,
,,,-0.0079964625,-0.426419019699097,32.7798981070518,
,,,-0.0079964125,-1.23043924570084,32.377887994051,
,,,-0.0079963625,-0.426419019699097,32.7798981070518,
,,,-0.0079963125,-0.828429132699966,32.7798981070518,
,,,-0.0079962625,-0.828429132699966,32.7798981070518,
,,,-0.0079962125,-0.828429132699966,32.7798981070518,
,,,-0.0079961625,-0.828429132699966,32.7798981070518,
,,,-0.0079961125,-0.426419019699097,32.7798981070518,
,,,-0.0079960625,-0.426419019699097,32.7798981070518,
,,,-0.0079960125,2.38765177130699,28.3577868640423,
,,,-0.0079959625,13.2419248223305,19.5135643780231,
,,,-0.0079959125,25.3022282123566,7.45326098799706,
,,,-0.0079958625,31.7343900203705,3.03114974498749,
,,,-0.0079958125,32.9404203593731,1.42310929298401,
,,,-0.0079957625,33.342430472374,1.42310929298401,
,,,-0.0079957125,32.1364001333714,1.02109917998314,
,,,-0.0079956625,32.5384102463722,1.42310929298401,
,,,-0.0079956125,32.9404203593731,0.619089066982269,
,,,-0.0079955625,32.5384102463722,1.82511940598488,
,,,-0.0079955125,32.9404203593731,0.619089066982269,
,,,-0.0079954625,32.5384102463722,1.42310929298401,
,,,-0.0079954125,32.5384102463722,1.42310929298401,
,,,-0.0079953625,32.9404203593731,1.02109917998314,
,,,-0.0079953125,32.5384102463722,1.42310929298401,
,,,-0.0079952625,32.5384102463722,1.42310929298401,
,,,-0.0079952125,32.1364001333714,1.82511940598488,
,,,-0.0079951625,32.5384102463722,1.42310929298401,
,,,-0.0079951125,32.9404203593731,1.82511940598488,
,,,-0.0079950625,32.1364001333714,1.02109917998314,
,,,-0.0079950125,32.9404203593731,1.42310929298401,
,,,-0.0079949625,32.9404203593731,1.02109917998314,
,,,-0.0079949125,32.1364001333714,1.42310929298401,
,,,-0.0079948625,32.1364001333714,1.42310929298401,
,,,-0.0079948125,32.5384102463722,1.02109917998314,
,,,-0.0079947625,32.5384102463722,1.42310929298401,
,,,-0.0079947125,32.5384102463722,1.42310929298401,
,,,-0.0079946625,32.1364001333714,1.82511940598488,
,,,-0.0079946125,32.9404203593731,1.42310929298401,
,,,-0.0079945625,32.1364001333714,1.82511940598488,
,,,-0.0079945125,32.5384102463722,1.02109917998314,
,,,-0.0079944625,32.1364001333714,1.02109917998314,
,,,-0.0079944125,32.5384102463722,1.42310929298401,
,,,-0.0079943625,32.5384102463722,1.02109917998314,
,,,-0.0079943125,32.5384102463722,1.42310929298401,
,,,-0.0079942625,32.5384102463722,1.42310929298401,
,,,-0.0079942125,32.5384102463722,1.82511940598488,
,,,-0.0079941625,32.9404203593731,1.42310929298401,
,,,-0.0079941125,32.9404203593731,1.42310929298401,
,,,-0.0079940625,32.5384102463722,1.02109917998314,
,,,-0.0079940125,28.5183091163635,5.04120030999184,
,,,-0.0079939625,22.0861473083496,10.2673317790031,
,,,-0.0079939125,6.00574278831482,24.7396958470345,
,,,-0.0079938625,-1.63244935870171,31.9758778810501,
,,,-0.0079938125,-1.23043924570084,32.377887994051,
,,,-0.0079937625,-1.23043924570084,33.1819082200527,
,,,-0.0079937125,-0.426419019699097,32.377887994051,
,,,-0.0079936625,-1.23043924570084,32.7798981070518,
,,,-0.0079936125,0.377601206302643,33.5839183330536,
,,,-0.0079935625,-1.23043924570084,32.377887994051,
,,,-0.0079935125,-0.426419019699097,32.7798981070518,
,,,-0.0079934625,-0.426419019699097,32.377887994051,
,,,-0.0079934125,-0.426419019699097,32.7798981070518,
,,,-0.0079933625,-1.23043924570084,32.7798981070518,
,,,-0.0079933125,13.6439349353313,19.5135643780231,
,,,-0.0079932625,26.1062484383583,7.85527110099792,
,,,-0.0079932125,32.5384102463722,2.22712951898575,
,,,-0.0079931625,32.9404203593731,1.02109917998314,
,,,-0.0079931125,32.9404203593731,1.42310929298401,
,,,-0.0079930625,32.9404203593731,1.42310929298401,
,,,-0.0079930125,32.5384102463722,1.42310929298401,
,,,-0.0079929625,32.5384102463722,1.42310929298401,
,,,-0.0079929125,32.5384102463722,1.82511940598488,
,,,-0.0079928625,32.9404203593731,1.42310929298401,
,,,-0.0079928125,32.5384102463722,1.42310929298401,
,,,-0.0079927625,32.1364001333714,1.02109917998314,
,,,-0.0079927125,32.5384102463722,1.82511940598488,
,,,-0.0079926625,32.5384102463722,1.02109917998314,
,,,-0.0079926125,32.5384102463722,1.42310929298401,
,,,-0.0079925625,32.5384102463722,1.02109917998314,
,,,-0.0079925125,32.5384102463722,1.02109917998314,
,,,-0.0079924625,32.5384102463722,1.42310929298401,
,,,-0.0079924125,32.5384102463722,1.02109917998314,
,,,-0.0079923625,32.5384102463722,1.42310929298401,
,,,-0.0079923125,32.9404203593731,1.42310929298401,
,,,-0.0079922625,32.5384102463722,1.02109917998314,
,,,-0.0079922125,32.1364001333714,1.42310929298401,
,,,-0.0079921625,32.9404203593731,1.82511940598488,
,,,-0.0079921125,32.1364001333714,1.42310929298401,
,,,-0.0079920625,32.5384102463722,1.02109917998314,
,,,-0.0079920125,26.1062484383583,7.05125087499619,
,,,-0.0079919625,18.4680562913418,13.885422796011,
,,,-0.0079919125,1.58363154530525,29.9658273160458,
,,,-0.0079918625,-1.63244935870171,32.377887994051,
,,,-0.0079918125,-0.426419019699097,33.1819082200527,
,,,-0.0079917625,-0.828429132699966,32.377887994051,
,,,-0.0079917125,-0.426419019699097,32.7798981070518,
,,,-0.0079916625,-0.0244089066982269,32.7798981070518,
,,,-0.0079916125,-0.426419019699097,32.377887994051,
,,,-0.0079915625,-0.0244089066982269,33.1819082200527,
,,,-0.0079915125,-0.828429132699966,32.7798981070518,
,,,-0.0079914625,-0.828429132699966,32.377887994051,
,,,-0.0079914125,-0.828429132699966,32.7798981070518,
,,,-0.0079913625,-0.426419019699097,32.7798981070518,
,,,-0.0079913125,-0.426419019699097,32.7798981070518,
,,,-0.0079912625,-0.426419019699097,32.7798981070518,
,,,-0.0079912125,-0.426419019699097,32.7798981070518,
,,,-0.0079911625,-0.0244089066982269,32.7798981070518,
,,,-0.0079911125,-0.0244089066982269,33.1819082200527,
,,,-0.0079910625,-0.426419019699097,33.5839183330536,
,,,-0.0079910125,-0.426419019699097,33.1819082200527,
,,,-0.0079909625,-0.0244089066982269,32.7798981070518,
,,,-0.0079909125,-0.426419019699097,32.7798981070518,
,,,-0.0079908625,-0.0244089066982269,32.7798981070518,
,,,-0.0079908125,-0.426419019699097,32.7798981070518,
,,,-0.0079907625,-0.426419019699097,33.1819082200527,
,,,-0.0079907125,-0.828429132699966,32.377887994051,
,,,-0.0079906625,-0.426419019699097,32.377887994051,
,,,-0.0079906125,-0.0244089066982269,33.1819082200527,
,,,-0.0079905625,0.377601206302643,32.7798981070518,
,,,-0.0079905125,-0.828429132699966,32.377887994051,
,,,-0.0079904625,-0.426419019699097,32.377887994051,
,,,-0.0079904125,-0.426419019699097,32.377887994051,
,,,-0.0079903625,-0.0244089066982269,32.377887994051,
,,,-0.0079903125,-0.0244089066982269,31.9758778810501,
,,,-0.0079902625,-0.426419019699097,32.377887994051,
,,,-0.0079902125,-0.828429132699966,32.7798981070518,
,,,-0.0079901625,-0.828429132699966,32.377887994051,
,,,-0.0079901125,-0.426419019699097,31.9758778810501,
,,,-0.0079900625,-0.426419019699097,32.7798981070518,
,,,-0.0079900125,0.377601206302643,33.1819082200527,
,,,-0.0079899625,12.8399147093296,19.5135643780231,
,,,-0.0079899125,25.3022282123566,8.25728121399879,
,,,-0.0079898625,32.9404203593731,1.42310929298401,
,,,-0.0079898125,32.9404203593731,1.42310929298401,
,,,-0.0079897625,32.5384102463722,1.42310929298401,
,,,-0.0079897125,32.5384102463722,1.82511940598488,
,,,-0.0079896625,32.5384102463722,1.82511940598488,
,,,-0.0079896125,32.5384102463722,1.02109917998314,
,,,-0.0079895625,32.5384102463722,0.619089066982269,
,,,-0.0079895125,32.5384102463722,1.42310929298401,
,,,-0.0079894625,32.5384102463722,1.02109917998314,
,,,-0.0079894125,32.9404203593731,1.42310929298401,
,,,-0.0079893625,32.5384102463722,1.02109917998314,
,,,-0.0079893125,19.6740866303444,13.0814025700092,
,,,-0.0079892625,10.4278540313244,21.5236149430275,
,,,-0.0079892125,-1.63244935870171,32.7798981070518,
,,,-0.0079891625,-0.828429132699966,32.7798981070518,
,,,-0.0079891125,-0.828429132699966,32.7798981070518,
,,,-0.0079890625,-0.828429132699966,32.377887994051,
,,,-0.0079890125,-0.828429132699966,32.377887994051,
,,,-0.0079889625,-0.0244089066982269,32.7798981070518,
,,,-0.0079889125,-0.426419019699097,33.1819082200527,
,,,-0.0079888625,-0.426419019699097,32.7798981070518,
,,,-0.0079888125,-0.828429132699966,33.1819082200527,
,,,-0.0079887625,-0.0244089066982269,32.7798981070518,
,,,-0.0079887125,-0.0244089066982269,32.7798981070518,
,,,-0.0079886625,0.779611319303513,30.7698475420475,
,,,-0.0079886125,21.2821270823479,12.6793924570084,
,,,-0.0079885625,29.3223293423653,5.04120030999184,
,,,-0.0079885125,33.7444405853748,1.42310929298401,
,,,-0.0079884625,32.9404203593731,1.02109917998314,
,,,-0.0079884125,33.342430472374,2.22712951898575,
,,,-0.0079883625,32.5384102463722,1.42310929298401,
,,,-0.0079883125,32.9404203593731,1.02109917998314,
,,,-0.0079882625,32.9404203593731,1.42310929298401,
,,,-0.0079882125,32.1364001333714,1.42310929298401,
,,,-0.0079881625,32.1364001333714,0.619089066982269,
,,,-0.0079881125,32.5384102463722,1.02109917998314,
,,,-0.0079880625,32.5384102463722,1.02109917998314,
,,,-0.0079880125,32.5384102463722,1.02109917998314,
,,,-0.0079879625,32.5384102463722,1.42310929298401,
,,,-0.0079879125,32.5384102463722,1.82511940598488,
